name_song,lyric,label
K.I.R Freestyle,tao phố freestyle thằng tao dealer thành phố high âm tần cố tao die man mấy thằng ngố cố tao cay tao nhảy bậc tụi sao inbox bảo nhạc tao hay tụi mày tao chỗ tao tương lai hôm đôi chân tao nike just it âm nhạc tao luxury mấy thằng ghét tao stupid mấy gái tao dính cupid unfriend tụi ngu si đời movie bận suy thu chi mua tặng mẹ viên ruby thời gian lo thời gian cháy tro tàn bọn vi vu gió đôi mắt đỏ hồ bơi tắm clo bụng no âu lo va túi tiền to bọn đống nhạc đợi xuất xưởng kho mua thành phố biến thành bando studio chỗ tao vô gucci mane wow cổ rainbow tao tao chiến binh tao sống thằng cố gắng phấn đấu tiến mấy gái xòe bàn tao viết shout out sol tao ơn tụi hater ganh ghét tao thiết mộng mơ chút lí tưởng tao đam mê đốt tờ giấy cháy sao đừng ngang hàng mấy tao đường phố đừng thách thức thằng bố mày thích hẹn bem freestyle thơ oh hiper yeah huygo bắt bảo tao đỉnh t mượt rider năng tao lan tỏa bay âm nhạc tao cầu nối nhạc tao shout out tao sinh shout out tao đồng minh dự mua thành phố biến thành bando studio chỗ tao vô gucci mane wow cổ rainbow,vui
U Khúc Mùa Đông 2,mùa đông niềm vui khắp muôn chào đón chúa giáng sinh hang lừa bé noel quỳ giáo đường xưa quen ước mơ đk lễ noel vui cười hang đá gió khẽ tóc chiều ngất ngây say hôn ban đầu mùa đông ấm áp tiếng chuông vang khắp giáo đường chúa đêm thăm gian trần ước mong sao yêu giáo đường đôi tình nhân hạnh phúc bao nghẹn ngào chua xót tình ta phai yêu thương chứa chan mây bay gợi khúc buồn mùa đông,vui
cưới đi,chẳng nắng hay tinh tú trời sao chẳng bóng tối khúc hát hay quỳnh thơm ngát đời chẳng vơi bầu trời kia rộng hôm ôm liệu cảm đại dương kia chẳng sâu yêu mưa ngâu sao trôi mau mẹ cưới đi cưới đi yêu thương mẹ cưới đi cưới đi chần chờ chi ghét ghê xinh lọ lem bao nhiêu sói bắt thịt đóng vai thợ săn suy chắn nợ nợ lãi cụ thể bắt đời đừng bối rối kiểu lối hay nhạc phối bầu trời kia rộng hôm ôm liệu cảm đại dương kia chẳng sâu yêu mưa ngâu sao trôi mau mẹ cưới đi cưới đi yêu thương mẹ cưới đi cưới đi chần chờ chi mặc váy cưới mong triệu lướt vô tình ta sai hôm kệ đời đổi thay ta hơi thở,vui
Bài Ca Tình Bạn,đời sóng gió đời mai hay phận quên đi bao âu lo đời vui ta rượu nồng nàn tình uống uống say miên man vui phút tương phùng vui say đêm tâm mai ta chia phương trời trút nỗi niềm thương mai ta mãi quên ân sâu trao bao thời gian xóa tan kỷ niệm khó quên ngàn ca yêu thương tâm tư gửi trao tim say mê mãi rời rượu nồng nàn tình rót lãng quên vui ca hân hoan suốt đêm yêu thương đi mai ta hoài,vui
Dư Thật,xuân mời xuân gọi vũ xuân đẹp xuân e thẹn tươi tăn cũ chả giấu xuân cố gắng thành mật trộm vía dư giả dư dư sức khỏe dư hạnh phúc túi ắp sân khấu fan ngây ngất cú tây bắc sóng giao thừa bật xông đất cọc gọi chồng chất tết trồng việt bọn trồng út chương trình tất tưởi chạy show cười đứa đứa đủng đỉnh gọi tý cố gắng rủng rỉnh đi tiêu hoang dư dư đi đêm lang thang say sưa lôm côm thân quen trông ham dây dưa ham vui chuyên tâm hăng say yeah phố rộn ràng hé cười hoa hiên đỏ rực tỏa hương màu khóe môi phố nắm chậm trễ sao xuân mặc váy tinh chẳng xinh dư tình yêu thương dư tình trao trao dư tình đầu hứa thưa già ok lì xì tiết kiệm mua quà bánh trái dưa cà tổng kết đem dư kia dư mặc dư hoa la sao kia hư dư hư dư đồng gia đình dư tình cảm xuân hoa nở sao than thở vấn đề muôn thuở dư dư mỡ lỡ hơi quậy đầu hứa tu dưỡng tâm dư giả dư chúc hằng phố rộn ràng hé cười hoa hiên đỏ rực tỏa hương màu khóe môi phố nắm chậm trễ sao xuân mặc váy tinh chẳng xinh dư tình yêu thương dư tình trao trao dư tình,vui
Giữa Đại Lộ Đông Tây,mưa phùn nhẹ hai kẻ khờ chen xe lướt lách len dòng ghì chặt ga lăn bánh gấp phanh đèn đường đếm chờ giây xanh yêu yeah bờ vai yên bình nương tựa mãi mãi choàng khẽ ôm làn hơi ấm tan nương tựa mãi mãi đại lộ đông tây cầm đôi đại lộ đông tây ei ei đại lộ đông tây cầm đôi đại lộ đông tây ei ei ánh trăng bầu trời nép đèn đường nép hát vu vơ bềnh bồng mấy câu chẳng đầu đuôi viết la la lắng nhịp đập tim lướt câu hát yêu yeah bờ vai yên bình nương tựa mãi mãi choàng khẽ ôm làn hơi ấm tan nương tựa mãi mãi trái đất xoay đời mai chẳng mong mãi mãi nắm mặc kệ trời mây thay đổi mãi bờ vai yên bình nương tựa mãi mãi choàng khẽ ôm làn hơi ấm tan nương tựa mãi mãi đại lộ đông tây cầm đôi đại lộ đông tây ei ei đại lộ đông tây cầm đôi đại lộ đông tây ei ei,vui
Tết Đến,chớp mắt tạm biệt trở bao trẻ già thăm câu li xì quà chụp choẹt pose ngàn hoa tung thi đua khoe sắc màu oh baby đón xuân chờ đợi giây phút giao thừa pháo hoa nở rộ hân hoan ca giao mùa cảm xúc leo nấc thang gia đình quanh phố xá lượn lờ đông vui lalalala xếp xong xuôi hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết tết niềm vui tiếng cười sắc xuân ngập tràn đường thăm phố đông bình chúc phiền muộn đừng mắt mi tuôn chúc an khang thịnh vượng gửi tất thương chim kêu ríu rít báo hiệu mùa xuân nhủ hứa thân chẳng ta trở tết kề giai điệu ngân vang ta hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết bão táp thuận lợi đi bận rộn đi gửi thăm mấy bịch quà yêu đi tình trạng độc thân đi tạm biệt cũ buồn ta hú la la hú la la chào mừng hú la la hú la la tạm biệt cũ tết kí ức khép đón khởi đầu tết tết tết tết tết xuân tết tết tết tết xuân tết kí ức khép đón khởi đầu tết,vui
Mỗi Ngày Tôi Chọn Một Niềm Vui,niềm vui hoa nụ cười nhặt gió trời mời mắt cười tựa lá bay đường đi đường đường bè đợi bàn chân quen thảm lá me vàng sống vui đời yêu đời trái tim niềm vui ca hát tiếng cười rộn rã bay tiếng ru nhẹ đời nắng mưa lúa reo mừng tựa vẫy sống vui đời yêu đời trái tim yên quê hương sao sống đất trái tim,vui
Tiến Bước Dưới Quân Kỳ,vườnđông hứng núi nắng xanh nàn trùng tổ quốc bao hiền hoà bay muôn trái tim hoa nhịp ngàn ca sông rúa lạp lánh sao bay quần kỳ rung đuôi đồi ta đi nhắc công ngàn xưa tờ hôm bay dừng gương bao hùng bừng cháy tim quên thân niềm phong tổ thắm tươi hồ cờ vững hòa bình dừng xây tương lai chân trời mãi quân ta đi ghi sâu ta đi mai mai vững tiên phong hộ đội ta đồng hồ lâm lợp lợp sông vương gờ vinh quang đoàn quân chiến thắng quân kỳ chiếu ngời ô vườn đông hưng núi nóm xanh ngàn trùng tổ quốc bao la hiền hoà thăm bóng cờvẫn bay muôn trái tim hoa nhịp ngàn ca sông lúa lạp lánh sao bay quần tri rung đuôi đồi ta đi nhắm công ngàn xưa cờ hồng bay dừng hương bao hùng buồn cháy tim quên thân niềm phong tổ thắm tươi hầu cờ vững hòa bình dựng xây tương lai chân trời mãi quân ta đi ghi sâu ta đi mãi mãi vững đẳng tiên phong thủ đội ta lợp lợp sông vững cờ bình quảng đoàn quân chiến thắng quân kỳ chiếu sắc lợp lợp sông vững cờ bình quảng đoàn quân chiến thắng quân kỳchiếu,vui
Cười Vui Lấy Vía,lang thang xuân dưng lo ngại lo thân kinh doanh nằm ế chuyên sao may mắn vía phát tài thành công tiền tiêu xài suốt chăm học học tài thi phận bao đêm đèn khuya luyện thi hy vọng thi vía tú tài cũ dần hay bây ta cười hên vạn khởi đầu ta tươi cười may mắn bắt đầu nụ cười sáu bảy tám chín mười nụ cười mười vía vía vía nụ cười cười vui vía vía nụ cười mười vía vía xuân ta hẹn nụ cười sáu bảy tám chín mười trai nâng tạ rất chăm sao lặn tăm dáng xinh keo lỳ sao nhân duyên hay oăm sao cố gắng hạnh phúc vía may bây vía vía vía thành công vía học vía tình duyên vía khoẻ mùa xuân lắng lo cũ dần hay bây ta cười hên vạn khởi đầu ta tươi cười may mắn bắt đầu nụ cười sáu bảy tám chín mười cười vía vía hên vạn khởi đầu ta tươi cười may mắn bắt đầu nụ cười sáu bảy tám chín mười nụ cười mười vía vía vía nụ cười cười vui vía vía nụ cười mười vía vía xuân ta hẹn nụ cười sáu bảy tám chín mười cười vui vía vía vía vía nụ cười cười vui vía vía nụ cười cười vui vía vía vía xuân ta hẹn nụ cười sáu bảy tám chín mười cười vui vía vía vía cười vui vía cười vui vía vía vía,vui
Ông Già Noel Tặng Quà Đêm Giáng Sinh,già noel đêm giáng sinh trần gian đi phát quà noel trẻ bé quà viết thư thư bé quà ban học giỏi mẹ vui nguyên cầu quý chăm ôn noel ban mẹ sức khỏe thương mẹ mong mẹ khỏe vui nguyện cầu mong chối ôi thánh thiện thay nguyện cầu bé hiếu thảo gửi nguyện cầu đấng sinh thành lo mẹ quý bao ban ơn lành ước nguyện bé nguyện gửi thư già noel ta gửi quà bé ngoan chúc cháu niềm vui ước nguyện diệu kỳ đêm giáng sinh đêm giáng sinh già noel trần gian bé quà gửi thư giấc mơ ban phước lành tất bé xe nai thần thánh bay tiếng chuông đón mừng giáng sinh già noel già noel vui quà bé đêm giáng sinh già noel già noel vui quà trao tất trẻ đêm giáng sinh,vui
Túi Đàn,chân trời mây trắng hé ánh dương bừng nắng vàng hoe ta mơ ngây ngất vời cánh chim huyền bay lướt chiều gió ánh mây hồng soi đường phố thiết tha vắng tình quê túi đàn chân đi đường kìa xôi đợi chờ bao mến thương nhịp tiếng đàn tiếng hát vang vang lừng ta vui tươi tô đời thắm tưng bừng kìa núi rừng cánh lúa đồng quê sức sống tráng hùng ta say mê nhịp tiếng đàn tiếng hát vang vang lừng ta yêu đương reo khap bốn phương,vui
ta đã vất vả rồi mà,trời mưa rơi hôm hơi mệt nghỉ ngơi cố gắng thảnh thơi đi khắp tuyệt đẹp đời hạt mưa rơi hiên ta cố gác bình yên nỗi phiền thầm mong ước vui sướng gian bờ vai ghì chân yêu thương thời hoàng kim ta đổi lạnh giá đổi mộng mơ cất đi giọt mắt âu lo tâm tư tan vỡ thời hoàng kim đời uổng phí ta chẳng thể tiếc nuối mong dỗi hờn mỏi mệt ta vất vả đói no lạnh run vai ấm áp ta tương lai rộng hạt mưa rơi hiên ta cố gác bình yên nỗi phiền thầm mong ước vui sướng gian bờ vai ghì chân yêu thương thời hoàng kim ta đổi lạnh giá đổi mộng mơ cất đi giọt mắt âu lo tâm tư tan vỡ thời hoàng kim đời uổng phí ta chẳng thể tiếc nuối mong dỗi hờn mỏi mệt mãi lê thê bao ta trở gió đông lạnh lùng phủ mờ đôi mắt dấu yêu rơi lệ ta đêm đen kéo đời sao hai lối thời hoàng kim ta đổi lạnh giá đổi mộng mơ cất đi giọt mắt âu lo tâm tư tan vỡ thời hoàng kim đời uổng phí ta yếu đuối mong dỗi hờn mỏi mệt ta vất vả,vui
Cần Thơ 65+ (1 9 6 7 ),kiện mua raider chẳng tiền mua winner cầm sirius độ trái body nóng bỏng cầm bánh căm đường đá vội vàng ga mấy gái tuột mana thích thể hiện bọn lửa chùa trai thơ chất nửa mùa chân quyến rũ bờ mông mời đêm ta quẩy đánh d j lộ đường cong thơ gạo trắng đi bến ninh kiều bay lắc bờ sông ly rượu say ố zề đêm vui racing boy tung bay idlol king noise đêm banh xác crazy đấy chai chẳng đường đi đêm đêm ta nâng ly crazy onight vay billgate tý money đu bai thơ bến ninh kiều dòng sông đẹp xanh mát giai nhân kiếm trai tân cờ đỏ bình thủy kiếp ta duyên ô môn vĩnh thạnh nốt thới lai chờ đợi ta quẩy tối mai bấm record ta quẩy beat rót tai mật oh my t đất thơ trai đẹp tiếc nhẹ nhàng lỗ tai điếc đêm vui racing boy tung bay idol king noise đêm banh xác crazy chai chẳng đường đi đêm vui racing boy tung bay idol king noise đêm banh xác crazy đấy chai chẳng đường đi đêm đêm ta nâng ly crazy onight vay billgate tý money đu bai,vui
Những Ngày Xuân Rực Rỡ,nụ hoa đừng ngại ngần chi tỏa hương đón ánh mai xuân ngập ngừng chi ngập tràn muôn lối đi hình xuân đêm hôm ta nôn nao hình xuân cố nhắc phương xuân ngập tràn muôn sắc hoa xuân xuân xuân ghé tim phơi phới xuân xuân xuân vui bay khắp đất trời đừng bồi hồi chi đẹp xinh lung linh ánh mặt trời nàng đi mùa xuân chẳng mấy cỏ hoa khoe sắc lấp lánh tựa đôi môi xinh tâm tư yên bình mùa xuân pháo tết rộn vang mời đầu xuân,vui
